 puntos x  f(x) 
  0.60150753768844223       0.47094539669879837     
  0.60603015075376887       0.47376538916762723     
  0.61055276381909551       0.47657745163623233     
  0.61507537688442215       0.47938162857891986     
  0.61959798994974868       0.48217796409689967     
  0.62412060301507544       0.48496650192244795     
  0.62864321608040208       0.48774728542300932     
  0.63316582914572861       0.49052035760524498     
  0.63768844221105525       0.49328576111902339     
  0.64221105527638189       0.49604353826135533     
  0.64673366834170865       0.49879373098027657     
  0.65125628140703518       0.50153638087867525     
  0.65577889447236182       0.50427152921806950     
  0.66030150753768846       0.50699921692233052     
  0.66482412060301510       0.50971948458135774     
  0.66934673366834174       0.51243237245470208     
  0.67386934673366827       0.51513792047514151     
  0.67839195979899503       0.51783616825220802     
  0.68291457286432167       0.52052715507566649     
  0.68743718592964831       0.52321091991894797     
