             ti                       S(ti)                  I(ti)             R(ti)      
   0.0000000000000000        990.00000000000000        10.000000000000000        0.0000000000000000     
  0.10000000000000001        989.49522461175025        10.402774556273613       0.10200083197608903     
  0.20000000000000001        988.97039803593657        10.821493331687250       0.20810863237618255     
  0.30000000000000004        988.42474952853149        11.256764604214402       0.31848586725415423     
  0.40000000000000002        987.85748083142221        11.709217976999756       0.43330119157812952     
  0.50000000000000000        987.26776536479406        12.179504969769679       0.55272966543636526     
  0.60000000000000009        986.65474741078071        12.668299613047035       0.67695297617237560     
  0.70000000000000007        986.01754128977677        13.176299043752941       0.80615966647038562     
  0.80000000000000004        985.35523053098063        13.704224100622184       0.94054536839725034     
  0.90000000000000002        984.66686703891753        14.252819917692115        1.0803130433904182     
   1.0000000000000000        983.95147025789049        14.822856513946347        1.2256732281632343     
   1.1000000000000001        983.20802633651726        15.415129377004050        1.3768442864787505     
   1.2000000000000002        982.43548729473639        16.030460038542611        1.5340526667211090     
   1.3000000000000000        981.63277019590521        16.669696638925526        1.6975331651693815     
   1.4000000000000001        980.79875632686958        17.333714478278210        1.8675291948523227     
   1.5000000000000000        979.93229038915467        18.023416551011739        2.0442930598337279     
   1.6000000000000001        979.03217970471542        18.739734060537860        2.2280862347468084     
   1.7000000000000002        978.09719343998995        19.483626910648081        2.4191796493620958     
   1.8000000000000000        977.12606185231857        20.256084169744867        2.6178539779366963     
   1.9000000000000001        976.11747556313298        21.058124503814060        2.8243999330531171     
   2.0000000000000000        975.07008486267216        21.890796573714770        3.0391185636132274     
   2.1000000000000001        973.98249905135685        22.755179392036258        3.2623215566070511     
   2.2000000000000002        972.85328582334205        23.652382634431209        3.4943315422269001     
   2.3000000000000003        971.68097069817350        24.583546899981986        3.7354824018446888     
   2.4000000000000004        970.46403650689467        25.549843914791456        3.9861195783140349     
   2.5000000000000000        969.20092293938728        26.552476672614070        4.2466003879987797     
   2.6000000000000001        967.89002616017717        27.592679505957182        4.5172943338658120     
   2.7000000000000002        966.52969850039915        28.671718080688557        4.7985834189124041     
   2.8000000000000003        965.11824823408779        29.790889306785740        5.0908624591266376     
   2.9000000000000004        963.65393944743801        30.951521157458295        5.3945393951038350     
   3.0000000000000000        962.13499201017032        32.154972388467669        5.7100356013621782     
   3.1000000000000001        960.55958165861875        33.402632149064488        6.0377861923169389     
   3.2000000000000002        958.92584020065260        34.695919475562683        6.3782403237849072     
   3.3000000000000003        957.23185585302315        36.036282658178202        6.7318614887988604     
   3.4000000000000004        955.47567372220294        37.425198471380988        7.0991278064162637     
   3.5000000000000000        953.65529644024514        38.864171257648032        7.4805323021070675     
   3.6000000000000001        951.76868496763029        40.354731854167284        7.8765831782026305     
   3.7000000000000002        949.81375957548460        41.898436351733849        8.2878040727817304     
   3.8000000000000003        947.78840101993217        43.496864674807320        8.7147343052606328     
   3.9000000000000004        945.69045192168755        45.151618971469880        9.1579291068427082     
   4.0000000000000000        943.51771836428384        46.864321801846764        9.6179598338695271     
   4.1000000000000005        941.26797172456725        48.636614113432522        10.095414162000353     
   4.2000000000000002        938.93895074925172        50.470152991717363        10.590896259031066     
   4.2999999999999998        936.52836389141498        52.366609174537537        11.105026934047579     
   4.4000000000000004        934.03389192081374        54.327664318692804        11.638443760493571     
   4.5000000000000000        931.45319082178798        56.355008007593341        12.191801170618771     
   4.6000000000000005        928.78389499230718        58.450334489029629        12.765770518663249     
   4.7000000000000002        926.02362075736028        60.615339132613556        13.361040110026250     
   4.8000000000000007        923.16997020940403        62.851714597029705        13.978315193566404     
   4.9000000000000004        920.22053538794057        65.161146697974445        14.618317914085152     
   5.0000000000000000        917.17290280948191        67.545309968559962        15.281787221958302     
   5.1000000000000005        914.02465835816417        70.005862905032373        15.969478736803664     
   5.2000000000000002        910.77339254608285        72.544442891910094        16.682164562007298     
   5.3000000000000007        907.41670615101998        75.162660802101200        17.420633046879068     
   5.4000000000000004        903.95221623761040        77.862095269217875        18.185688493171931     
   5.5000000000000000        900.37756256613864        80.644286631180833        18.978150802680716     
   5.6000000000000005        896.69041439105786        83.510730546304856        19.798855062637429     
   5.7000000000000002        892.88847764897218        86.462871285384452        20.648651065643442     
   5.8000000000000007        888.96950253321370        89.502094705859676        21.528402760926728     
   5.9000000000000004        884.93129144927593        92.629720916937316        22.438987633786908     
   6.0000000000000000        880.77170734223444        95.846996647571132        23.381296010194546     
   6.1000000000000005        876.48868238389423        99.155087332459601        24.356230283646291     
   6.2000000000000002        872.08022700376034        102.55506893469359        25.364704061546199     
   6.3000000000000007        867.54443924404757        106.04791952736446        26.407641228588158     
   6.4000000000000004        862.87951441483563        109.63451066030801        27.485974924856585     
   6.5000000000000000        858.08375502116735        113.31559854218854        28.600646436644382     
   6.6000000000000005        853.15558092939978        117.09181507229064        29.752603998309862     
   6.7000000000000002        848.09353973548980        120.96365876065123        30.942801503859286     
   6.8000000000000007        842.89631729316079        124.93148557948986        32.172197127349619     
   6.9000000000000004        837.56274835510646        128.99549979323646        33.441751851657330     
   7.0000000000000000        832.09182727558641        133.15574481876018        34.752427905653718     
   7.1000000000000005        826.48271871802228        137.41209417161366        36.105187110364369     
   7.2000000000000002        820.73476830656978        141.76424255816153        37.500989135268952     
   7.3000000000000007        814.84751315619314        146.21169717729146        38.940789666515613     
   7.4000000000000004        808.82069221158145        150.75376929893957        40.425538489479145     
   7.5000000000000000        802.65425632139579        155.38956618982374        41.956177488780604     
   7.6000000000000005        796.34837797090699        160.11798345948918        43.533638569603916     
   7.7000000000000002        789.90346059315914        164.93769790195347        45.158841504887448     
   7.8000000000000007        783.32014737645989        169.84716090981038        46.832691713729830     
   7.9000000000000004        776.59932948433743        174.84459253853984        48.556077977122854     
   8.0000000000000000        769.74215360320011        179.92797629889682        50.329870097903218     
   8.0999999999999996        762.75002873286121        185.09505475454836        52.154916512590596     
   8.2000000000000011        755.62463213592389        190.34332600053210        54.032041863544165     
   8.3000000000000007        748.36791436381770        195.67004109556902        55.962044540613448     
   8.4000000000000004        740.98210328009282        201.07220251773444        57.945694202172952     
   8.5000000000000000        733.46970700544932        206.54656370844771        59.983729286103141     
   8.5999999999999996        725.83351571393166        212.08962976416552        62.076854521902973     
   8.7000000000000011        718.07660221575827        217.69765932856103        64.225738455680855     
   8.8000000000000007        710.20232126938004        223.36666773035864        66.431011000261506     
   8.9000000000000004        702.21430757353130        229.09243140341320        68.693261023055712     
   9.0000000000000000        694.11647239921172        234.87049361612927        71.013033984659245     
   9.0999999999999996        685.91299883164231        240.69617152699084        73.390829641367048     
   9.2000000000000011        677.60833560318656        246.56456457191180        75.827099824901850     
   9.3000000000000007        669.20718950990477        252.47056417743983        78.322246312655608     
   9.4000000000000004        660.71451641669080        258.40886478168767        80.876618801621802     
   9.5000000000000000        652.13551086867062        264.37397613237613        83.490512998953534     
   9.6000000000000014        643.47559433956906        270.36023681871882        86.164168841712439     
   9.7000000000000011        634.74040216088633        276.36182898123587        88.897768857878049     
   9.8000000000000007        625.93576918879614        282.37279413113902        91.691436680065152     
   9.9000000000000004        617.06771427847832        288.38704999886943        94.545235722652635     
   10.000000000000000        608.14242364794836        294.39840831988687        97.459168032165181     
   10.100000000000001        599.16623322513851        300.40059345508627        100.43317331977566     
   10.200000000000001        590.14561008284272        306.38726173343736        103.46712818372033     
   10.300000000000001        581.08713307597907        312.35202139577115        106.56084552825023     
   10.400000000000000        571.99747280428255        318.28845301122436        109.71407418449353     
   10.500000000000000        562.88337103087986        324.19013023183328        112.92649873728732     
   10.600000000000001        553.75161969308226        330.05064074625011        116.19773956066811     
   10.700000000000001        544.60903964607235        335.86360729062363        119.52735306330446     
   10.800000000000001        535.46245928287544        341.62270857339769        122.91483214372737     
   10.900000000000000        526.31869317505425        347.32169997116387        126.35960685378237     
   11.000000000000000        517.18452087793480        352.95443385475835        129.86104526730736     
   11.100000000000001        508.06666604186864        358.51487940848250        133.41845454964934     
