             ti                       tita(ti)                      u(ti)       
   0.0000000000000000       0.50000000000000000        0.0000000000000000     
  0.10000000000000001       0.47520833333333334      -0.49166666666666670     
  0.20000000000000001       0.40329869791666667      -0.93457638888888894     
  0.30000000000000004       0.29140179257089122       -1.2848140292245369     
  0.40000000000000002       0.15061307414883840       -1.5076537629701967     
  0.50000000000000000       -5.1074441364441781E-003  -1.5810021201359490     
  0.60000000000000009      -0.16031940851138046       -1.4975884449450381     
  0.70000000000000007      -0.29963310159228662       -1.2656855995136558     
  0.80000000000000004      -0.40923537759051187      -0.90828947197202192     
  0.90000000000000002      -0.47825925486223114      -0.46083866435607251     
   1.0000000000000000      -0.49986136880365933        3.2299520032776696E-002
   1.1000000000000001      -0.47190045646392154       0.52222834815474994     
   1.2000000000000002      -0.39714960459570170       0.96036997474826646     
   1.3000000000000000      -0.28302122251758532        1.3032820746861049     
   1.4000000000000001      -0.14083201622362143        1.5169652072918778     
   1.5000000000000000        1.5319149964501122E-002   1.5802338317168831     
   1.6000000000000001       0.16994923556425479        1.4868167400958283     
   1.7000000000000002       0.30772623207695027        1.2459786617612263     
   1.8000000000000000       0.41498937480965536       0.88160142490656446     
   1.9000000000000001       0.48110362509115545       0.42981580235878630     
   2.0000000000000000       0.49951412424566632       -6.4581129181139729E-002
   2.1000000000000001       0.46839607121567328      -0.55256787036748012     
   2.2000000000000002       0.39083559209842728      -0.98575918349050462     
   2.3000000000000003       0.27452367428031399       -1.3212036228725539     
   2.4000000000000004       0.13099351918144730       -1.5256422229474318     
   2.5000000000000000       -2.5523061401130254E-002  -1.5788060899213781     
   2.6000000000000001      -0.17950680844892636       -1.4754259442516651     
   2.7000000000000002      -0.31568981371474747       -1.2257543795410757     
   2.8000000000000003      -0.42056937443959702      -0.85454907473599573     
   2.9000000000000004      -0.48374680197267328      -0.39861779824806554     
   3.0000000000000000      -0.49895843986925470        9.6831356188196382E-002
   3.1000000000000001      -0.46469666720056485       0.58267260064863213     
   3.2000000000000002      -0.38435931838808801        1.0107334736136928     
   3.3000000000000003      -0.26591271061266553        1.3385712686286337     
   3.4000000000000004      -0.12110169729630521        1.5336812753282518     
   3.5000000000000000        3.5714920601914668E-002   1.5767195811012595     
   3.6000000000000001       0.18898814793036026        1.4634208966131059     
   3.7000000000000002       0.32352054042910194        1.2050212650245185     
   3.8000000000000003       0.42597307136023665       0.82714376254510258     
   3.9000000000000004       0.48618770988889337       0.36725769748134185     
   4.0000000000000000       0.49819457619256768      -0.12903674474285326     
   4.1000000000000005       0.46080381522330560      -0.61253000607204489     
   4.2000000000000002       0.37772350878806560       -1.0352824782405565     
   4.2999999999999998       0.25719194111700261       -1.3553778390027267     
   4.4000000000000004       0.11116068653468311       -1.5410790965838941     
   4.5000000000000000       -4.5890475336744507E-002  -1.5739752664707143     
   4.6000000000000005      -0.19838930713758449       -1.4508066920937426     
   4.7000000000000002      -0.33121516204789725       -1.1837880415921365     
   4.8000000000000007      -0.43119823435291577      -0.79939697518276076     
   4.9000000000000004      -0.48842535779255519      -0.33574861138291506     
   5.0000000000000000      -0.49722288058799430       0.16118385909416705     
   5.1000000000000005      -0.45671916661457979       0.64212765865894228     
   5.2000000000000002      -0.37093095483514421        1.0593960094214399     
   5.3000000000000007      -0.24836502073146008        1.3716163962088519     
   5.4000000000000004      -0.10117464282632141        1.5478326869494321     
   5.5000000000000000        5.6045480763844524E-002   1.5705743816674054     
   5.6000000000000005       0.20770637320659877        1.4375886791586161     
   5.7000000000000002       0.33877048565236878        1.1620636401638460     
   5.8000000000000007       0.43624270702155032       0.77132034044755937     
   5.9000000000000004       0.49045883960907510       0.30410371166251010     
   6.0000000000000000       0.49604378712527197      -0.19325928965634653     
   6.1000000000000005       0.45244445253076981      -0.67145324055073674     
   6.2000000000000002       0.36398451310529673       -1.0830640623620198     
   6.3000000000000007       0.23943564819822716       -1.3872802404901114     
   6.4000000000000004        9.1147740326870758E-002  -1.5539393159607335     
   6.5000000000000000       -6.6175701200475390E-002  -1.5665184361991034     
   6.6000000000000005      -0.21693546890886364       -1.4237724575570971     
   6.7000000000000002      -0.34618337690191370       -1.1398571954428418     
   6.8000000000000007      -0.44110440868240658      -0.74292562221525238     
   6.9000000000000004      -0.49228733460307039      -0.27233622490937959     
   7.0000000000000000      -0.49465781637842382       0.22524965860206309     
   7.1000000000000005      -0.44798148322045744       0.70049454913516085     
   7.2000000000000002      -0.35688710401248558        1.1062768195739923     
   7.3000000000000007      -0.23040756451375727        1.4023629128823927     
   7.4000000000000004       -8.1084169673181522E-002   1.5593965235571687     
   7.5000000000000000        7.6276911889568672E-002   1.5618092127760876     
   7.6000000000000005       0.22607275426469284        1.4093638759511975     
   7.7000000000000002       0.35345076133426956        1.1171780420750026     
   7.8000000000000007       0.44578133522215396       0.71422471551008537     
   7.9000000000000004       0.49391010770921390       0.24045942706425899     
   8.0000000000000000       0.49306557519661753      -0.25714162544173746     
   8.0999999999999996       0.44333214725801440      -0.72923950212359201     
   8.2000000000000011       0.34964171058098464       -1.1290246549470115     
   8.3000000000000007       0.22128455136155467       -1.4168581978771904     
   8.4000000000000004        7.0988136231953880E-002  -1.5642021210713084     
   8.5000000000000000       -8.6344900761559179E-002  -1.5564487665296107     
   8.5999999999999996      -0.23511442814087694       -1.3943690294403177     
   8.7000000000000011      -0.36056962564052303       -1.0940357107253731     
   8.8000000000000007      -0.45027155992384210      -0.68522964152205901     
   8.9000000000000004      -0.49532650982728743      -0.20848663787147881     
   9.0000000000000000      -0.49126775643904652       0.28892189258648132     
   9.0999999999999996      -0.43849841074460649       0.75767614257746407     
   9.2000000000000011      -0.34225137719173582        1.1512981377401945     
   9.3000000000000007      -0.21207042952819311        1.4307601259824501     
   9.4000000000000004       -6.0863858342479260E-002   1.5683541921052102     
   9.5000000000000000        9.6375470190680990E-002   1.5504394241167647     
   9.6000000000000014       0.24405672983187493        1.3787942569834721     
   9.7000000000000011       0.36753701891441920        1.0704399240733646     
   9.8000000000000007       0.45457323426046009       0.65595254257221480     
   9.9000000000000004       0.49653597808131339       0.17643121531355677     
   10.000000000000000       0.48926513867394800      -0.32057721089236524     
