             ti                       tita(ti)                      u(ti)       
   5.2000000000000002      -0.44426554651870304       0.71084095104837519     
   5.3000000000000007      -0.35293497011915309        1.1018055725226721     
   5.4000000000000004      -0.22734936968068331        1.3899823796750528     
   5.5000000000000000       -7.9447470276295146E-002   1.5438903702543605     
   5.6000000000000005        7.6306328796884204E-002   1.5454609965049244     
   5.7000000000000002       0.22451407254274558        1.3945067794105641     
   5.8000000000000007       0.35067598974127057        1.1087712749466716     
   5.9000000000000004       0.44279121216354578       0.71952726175303305     
   6.0000000000000000       0.49240558757647573       0.26548182520020758     
   6.1000000000000005       0.49510079875218221      -0.21191930364760370     
   6.2000000000000002       0.45064024666239655      -0.67069235478827871     
   6.3000000000000007       0.36297442829653848       -1.0692628520996612     
   6.4000000000000004       0.24011853848456494       -1.3684284678903096     
   6.5000000000000000        9.3714587234996760E-002  -1.5357794833730045     
   6.6000000000000005       -6.1948160066859659E-002  -1.5517671643818316     
   6.7000000000000002      -0.21148247626332312       -1.4144661144885056     
   6.8000000000000007      -0.34023216578106419       -1.1400877368879301     
   6.9000000000000004      -0.43591189517316842      -0.75890495744759012     
   7.0000000000000000      -0.48971134502448915      -0.30916836800821795     
   7.1000000000000005      -0.49682885662290233       0.16780458221912070     
   7.2000000000000002      -0.45663873454823345       0.63003889653124956     
   7.3000000000000007      -0.37270555147163226        1.0358728913920094     
   7.4000000000000004      -0.25267911176498192        1.3457406732909678     
   7.5000000000000000      -0.10789643987063302        1.5263585158459811     
   7.6000000000000005        4.7541791643155196E-002   1.5567413263721832     
   7.7000000000000002       0.19827515297425238        1.4332311572771144     
   7.8000000000000007       0.32950543373070795        1.1704707333383468     
   7.9000000000000004       0.42867243817423623       0.79767866117614150     
   8.0000000000000000       0.48661421508283931       0.35260594268539747     
   8.0999999999999996       0.49814715239718754      -0.12357809726743074     
   8.2000000000000011       0.46225667367579937      -0.58891379938465949     
   8.3000000000000007       0.38212078483562106       -1.0016662491575130     
   8.4000000000000004       0.26502079616994312       -1.3219423338130980     
   8.5000000000000000       0.12198098368081614       -1.5156384169597756     
   8.5999999999999996       -3.3099608659190149E-002  -1.5603792144391901     
   8.7000000000000011      -0.18490334056745145       -1.4507837865414230     
   8.8000000000000007      -0.31850471196404473       -1.1998928583382149     
   8.9000000000000004      -0.42107876557925866      -0.83581658684665983     
   9.0000000000000000      -0.48311685986626518      -0.39576139549097306     
   9.0999999999999996      -0.49905501064310753        7.9273368554350354E-002
   9.2000000000000011      -0.46749003881787604       0.54735035609582838     
   9.3000000000000007      -0.39121286389655463       0.96667387118803316     
   9.4000000000000004      -0.27713352600015723        1.2970576671902831     
   9.5000000000000000      -0.13595629035784404        1.5036314507353408     
   9.6000000000000014        1.8634020226421244E-002   1.5626779818818730     
   9.7000000000000011       0.17137843139338027        1.4671070158274881     
   9.8000000000000007       0.30723916327389433        1.2283273633640366     
   9.9000000000000004       0.41313709084368322       0.87328721368784790     
   10.000000000000000       0.47922224640408145       0.43860165816665675     
